frame_index,stabilize_dx,stabilize_dy,stabilize_da,outlier_factor
588,5.0063167,-3.122066,0.012115057,1
589,1.7870198,1.5877676,0.0055963728,1
590,-0.83224475,6.445326,-0.0010942528,1
591,-2.7886531,9.570008,-0.007356692,1
592,-4.571529,10.742081,-0.012251392,1
593,-6.374009,10.787821,-0.015849903,1
594,-7.8812923,10.365845,-0.019042727,1
595,-8.9596405,10.093744,-0.021712445,1
596,-9.659899,9.506349,-0.023718283,1
597,-10.937871,8.1948185,-0.024797302,1
598,-10.755241,6.5796957,-0.025208132,1
599,-12.22322,3.5577245,-0.024416598,1
600,-12.25978,3.0319002,-0.024606654,1
601,-14.581957,0.86556035,-0.024680391,1
602,-15.065823,0.3322279,-0.025388734,1
603,-15.646871,-1.209095,-0.025967283,1
604,-16.01575,-3.41939,-0.0262802,1
605,-16.23381,-3.488821,-0.0275946,1
606,-15.486713,-4.0103345,-0.028078405,1
607,-15.083892,-5.324001,-0.027663933,1
608,-14.836992,-6.189897,-0.027723936,1
609,-14.620029,-5.8606606,-0.028966814,1
610,-13.048867,-5.1870713,-0.030335015,1
611,-10.7601,-5.5069013,-0.029965617,1
612,-10.100083,-7.5343714,-0.02822603,1
613,-8.527184,-10.298801,-0.026258687,1
614,-6.8442745,-12.787067,-0.024580633,1
615,-4.444047,-16.037502,-0.022165665,1
616,-1.3354459,-18.931993,-0.0193967,1
617,0.6421552,-22.360653,-0.015779078,1
618,3.026164,-24.320421,-0.012331815,1
619,5.280542,-26.403835,-0.0092871785,1
620,7.052845,-27.620565,-0.006803343,1
621,8.22887,-27.719536,-0.0050659575,1
622,8.908486,-26.357826,-0.0049148337,1
623,10.160689,-25.877138,-0.0044098697,1
624,10.559443,-26.52687,-0.0027713191,1
625,11.20278,-25.70903,-0.0018592421,1
626,10.663171,-24.574358,-0.0012452789,1
627,10.149485,-22.706806,-0.001168122,1
628,9.739623,-20.916992,-0.0009922185,1
629,9.563396,-19.57041,-0.00025767717,1
630,9.507735,-18.98577,0.0010564157,1
631,9.420356,-19.612757,0.0028912113,1
632,9.321938,-20.057173,0.004592928,1
633,9.707216,-19.550272,0.006093324,1
634,10.356757,-19.60422,0.0077950773,1
635,10.785097,-18.671947,0.0089025395,1
636,10.822595,-19.293291,0.009586964,1
637,10.701413,-19.385427,0.009875812,1
638,10.570563,-19.868063,0.009948682,1
639,10.491606,-20.467766,0.009694865,1
640,9.815276,-21.36864,0.009254482,1
641,8.644577,-21.201088,0.007809559,1
642,7.14527,-21.00951,0.005542453,1
643,6.5401707,-21.095558,0.0032661734,1
644,5.980353,-21.433842,0.001372942,1
645,3.588982,-21.811996,-0.0001631369,1
646,1.1389855,-23.020592,-0.0010693073,1
647,-2.0614014,-21.615034,-0.0034635912,1
648,-5.148665,-19.534016,-0.0063102264,1
649,-8.099538,-16.739214,-0.008622043,1
650,-11.21253,-15.1857815,-0.009285383,1
651,-15.432604,-14.888553,-0.0089183925,1
652,-19.939861,-14.327265,-0.008546868,1
653,-25.169796,-12.649249,-0.009556998,1
654,-29.85365,-9.298412,-0.0122378,1
655,-33.46159,-6.125851,-0.015358094,1
656,-36.30904,-4.210114,-0.017824762,1
657,-39.050583,-2.5672188,-0.020046959,1
658,-42.42733,-1.5165589,-0.022580873,1
659,-44.83928,0.3739524,-0.02578697,1
660,-46.196762,2.5410507,-0.029056849,1
661,-46.635483,3.6731677,-0.031198073,1
662,-45.61213,5.686856,-0.03314774,1
663,-45.76482,7.913167,-0.03465931,1
664,-45.882557,11.372117,-0.036550753,1
665,-46.265278,14.944187,-0.038175825,1
666,-45.309105,19.559435,-0.03967197,1
667,-43.702976,24.800686,-0.040704228,1
668,-43.361515,28.032898,-0.040221367,1
669,-41.477787,33.080833,-0.040104326,1
670,-40.644638,36.55781,-0.038466666,1
671,-39.01068,39.164375,-0.036353625,1
672,-37.110767,40.660526,-0.032806113,1
673,-36.244495,39.40934,-0.026854625,1
674,-35.107826,37.773216,-0.022014411,1
675,-33.221447,36.395176,-0.018063968,1
676,-31.15804,37.092655,-0.015480946,1
677,-27.152185,38.107563,-0.014645562,1
678,-21.331518,38.569168,-0.013126902,1
679,-17.333086,35.98785,-0.008800882,1
680,-15.994867,32.048332,-0.0018153805,1
681,-16.65757,26.3022,0.006504068,1
682,-19.616755,22.446789,0.012155306,1
683,-19.320915,22.11604,0.013280745,1
684,-20.070906,21.691519,0.012968235,1
685,-17.88165,21.364946,0.011580551,1
686,-14.876486,20.449877,0.010067913,1
687,-10.507505,18.649813,0.009479793,1
688,-9.396458,15.9835205,0.0094931135,1
689,-6.583441,12.464837,0.010551147,1
690,1.5887213,6.702029,0.0135591235,1
691,8.536102,1.2368572,0.016809674,1
692,15.994902,-4.012214,0.020221556,1
693,23.062054,-8.389084,0.023031332,1
694,30.15144,-11.916683,0.025181979,1
695,36.894905,-14.835335,0.02683515,1
696,43.87416,-18.387907,0.028835295,1
697,48.93784,-21.656252,0.030908432,1
698,52.351547,-22.995787,0.03186284,1
699,54.047424,-23.195139,0.03171679,1
700,55.75046,-22.930935,0.0314421,1
701,57.041344,-23.491413,0.031923432,1
702,57.082184,-23.112825,0.032525923,1
703,55.944523,-21.83053,0.032169808,1
704,52.497845,-22.885834,0.03146195,1
705,50.845192,-19.827938,0.029676788,1
706,48.96466,-15.759899,0.026891518,1
707,47.099976,-11.543851,0.023903053,1
708,44.915115,-7.3866463,0.020967748,1
709,42.407936,-2.333148,0.017418435,1
710,39.654568,3.5895743,0.013183018,1
711,36.85455,8.770853,0.009211628,1
712,33.9509,13.991577,0.004995757,1
713,31.313988,18.845787,0.0011320633,1
714,28.577866,22.968864,-0.002304209,1
715,25.82675,26.696598,-0.005904745,1
716,23.580761,29.544128,-0.009356976,1
717,22.03591,31.320993,-0.011652513,1
718,20.117136,31.62733,-0.012557295,1
719,17.046562,31.939901,-0.0131783215,1
720,13.965975,32.918564,-0.014522156,1
721,11.64541,34.92959,-0.016531358,1
722,8.700344,36.746403,-0.018237686,1
723,5.3230233,38.2102,-0.01916757,1
724,1.264687,39.212627,-0.019607,1
725,-2.65928,41.540012,-0.020805536,1
726,-6.60433,43.39323,-0.022105185,1
727,-9.55644,44.68404,-0.022778124,1
728,-11.466482,45.64237,-0.023383714,1
729,-13.078848,46.549843,-0.023865331,1
730,-14.096914,46.6513,-0.023651814,1
731,-15.35888,45.610863,-0.022392152,1
732,-16.94328,44.48346,-0.02097025,1
733,-19.085127,43.13553,-0.019081399,1
734,-21.171658,41.434868,-0.01727346,1
735,-23.636608,39.86564,-0.015644785,1
736,-25.954601,38.32263,-0.014514953,1
737,-27.984028,36.522434,-0.013717349,1
738,-28.85647,34.298523,-0.012901949,1
739,-28.861553,30.777456,-0.011629239,1
740,-29.186152,27.43937,-0.010549109,1
741,-29.473627,23.86367,-0.00934146,1
742,-28.849121,22.80402,-0.009562974,1
743,-28.616524,20.06527,-0.009462405,1
744,-27.975193,16.599216,-0.0094302995,1
745,-27.076408,14.828989,-0.010318638,1
746,-26.964338,10.902408,-0.009558705,1
747,-25.823753,9.00881,-0.009400833,1
748,-25.198576,5.7834187,-0.008614022,1
749,-23.90745,4.8919525,-0.008942723,1
750,-23.455036,2.8717618,-0.008807125,1
751,-22.91616,1.1956602,-0.008607306,1
752,-22.289864,0.29278713,-0.008615211,1
753,-22.088617,0.12145221,-0.009313328,1
754,-21.486526,1.2086606,-0.010504681,1
755,-20.837177,-0.68728954,-0.01019194,1
756,-20.04712,-1.6432626,-0.009798692,1
757,-19.938694,-1.778863,-0.0098637855,1
758,-19.747515,-1.552809,-0.010024242,1
759,-19.280031,-0.7815234,-0.009856524,1
760,-19.098541,-0.40292835,-0.009336948,1
761,-19.132175,0.5946436,-0.009050818,1
762,-18.582525,0.689164,-0.008220059,1
763,-17.8316,0.21841079,-0.0068858536,1
764,-16.682364,-0.11299896,-0.005767895,1
765,-15.419701,-0.40235257,-0.0047654985,1
766,-13.766729,-1.4463395,-0.0036005536,1
767,-11.755459,-1.9291675,-0.0031951093,1
768,-9.634482,-3.2588115,-0.0026945365,1
769,-7.6051893,-3.9392977,-0.0027524028,1
770,-5.403017,-5.1900306,-0.0026536721,1
771,-2.5347486,-8.622853,-0.0016266655,1
772,0.19741154,-11.394913,-0.0011760776,1
773,2.9889545,-16.180502,0.00010351953,1
774,5.2681456,-16.887268,0.00015235716,1
775,7.97784,-20.497028,0.0012331083,1
776,11.301714,-22.730314,0.0018030624,1
777,12.7567005,-23.531528,0.0016046257,1
778,14.586563,-24.637835,0.0013348443,1
779,16.09625,-25.530748,0.001098607,1
780,17.055996,-25.191132,0.00050411106,1
781,18.56218,-24.727566,-0.000116806594,1
782,19.634315,-25.41869,-0.00043897296,1
783,20.540005,-26.061882,-0.00095614797,1
784,21.323578,-26.294764,-0.0017906649,1
785,21.645096,-26.586182,-0.0028080582,1
786,21.859386,-26.923988,-0.0038670003,1
787,21.822647,-27.294466,-0.0049047885,1
788,21.678198,-28.087513,-0.0060335854,1
789,22.24586,-30.239185,-0.0062257433,1
790,22.721512,-31.917938,-0.0064304173,1
791,23.362814,-33.82647,-0.0063932147,1
792,23.880363,-35.625397,-0.006061864,1
793,23.800034,-35.983852,-0.0058482164,1
794,24.123583,-37.611763,-0.0051565734,1
795,24.342869,-39.026096,-0.0045144735,1
796,24.59164,-39.979797,-0.0038930918,1
797,24.748518,-41.08007,-0.0031306949,1
798,24.751455,-41.60511,-0.0022935765,1
799,24.534668,-41.77227,-0.001091067,1
800,24.039131,-42.803455,2.6168418e-05,1
801,23.921799,-43.22024,0.00069568935,1
802,23.830082,-43.893085,0.0018478283,1
803,23.358154,-43.879227,0.0029722787,1
804,22.3811,-42.893246,0.003534318,1
805,21.731182,-41.813107,0.0035407338,1
806,21.546806,-40.73635,0.0036888183,1
807,21.07681,-40.622585,0.0044975965,1
808,20.601673,-40.858974,0.005244245,1
809,19.722754,-42.112225,0.0065888264,1
810,17.473312,-43.794582,0.008305654,1
811,14.503805,-45.361416,0.010442446,1
812,10.526766,-45.72869,0.012271628,1
813,6.188682,-43.73445,0.0131677985,1
814,2.1440113,-40.378014,0.013982143,1
815,-1.3990185,-37.399208,0.014666862,1
816,-4.9639792,-35.25086,0.0154924635,1
817,-8.498877,-35.58798,0.017505948,1
818,-12.242333,-38.412407,0.020154607,1
819,-17.224154,-43.681767,0.02350393,1
820,-17.653942,-43.38843,0.02508101,1
821,-21.947271,-45.073563,0.028070787,1
822,-25.47998,-43.828903,0.028531833,1
823,-30.239098,-42.714542,0.029556112,1
824,-34.686317,-39.473003,0.02929405,1
825,-38.76211,-34.997845,0.026426934,1
826,-42.16403,-36.76253,0.025762673,1
827,-45.438725,-31.0458,0.022987323,1
828,-48.12132,-25.503273,0.02111696,1
829,-50.13446,-19.192343,0.019150535,1
830,-53.568924,-14.48392,0.01703567,1
831,-56.823402,-9.577744,0.014213152,1
832,-59.103916,-4.178571,0.011554968,1
833,-61.426228,-0.37936878,0.00918647,1
834,-63.31902,4.9009876,0.0070270547,1
835,-64.62659,9.1401615,0.005838897,1
836,-65.725555,12.764273,0.0052000466,1
837,-66.28641,15.655296,0.004737498,1
838,-66.531815,18.26816,0.004159309,1
839,-65.86963,21.308428,0.003508102,1
840,-65.99702,23.038254,0.0029515957,1
841,-62.477097,25.664381,0.002412411,1
842,-61.156578,27.989878,0.0014338269,1
843,-59.257633,30.183899,0.0004538991,1
844,-57.168343,33.006573,-0.00069866393,1
845,-53.930767,35.203033,-0.0017534865,1
846,-51.07066,37.627274,-0.0026197603,1
847,-47.850986,39.718857,-0.0032866225,1
848,-43.247017,41.470024,-0.003932572,1
849,-39.544865,43.44568,-0.004382365,1
850,-34.920673,44.679695,-0.00433476,1
851,-30.540367,45.115757,-0.0039596143,1
852,-25.977478,44.75419,-0.0026392622,1
853,-21.484602,44.308727,-0.0014434183,1
854,-14.838369,42.858894,-0.000566386,1
855,-13.483544,42.493237,-0.0008847171,1
856,-8.980918,40.990646,0.0006573226,1
857,-2.354375,39.167976,0.0016010664,1
858,1.8290854,37.868164,0.0026568633,1
859,6.5780044,36.47576,0.0031851833,1
860,9.63867,35.370632,0.0037638987,1
861,11.223134,34.81911,0.003866498,1
862,11.614269,34.226532,0.003987687,1
863,11.730251,33.60054,0.0036771572,1
864,10.371987,33.423595,0.0027098535,1
865,11.790612,32.50022,0.0021901755,1
866,11.559721,32.676243,0.0006788892,1
867,10.012431,32.51361,-0.0007295556,1
868,9.86985,32.479492,-0.0024165292,1
869,9.290563,32.74758,-0.004051662,1
870,8.571632,33.045094,-0.005555289,1
871,8.468128,33.242546,-0.0065697185,1
872,6.848509,33.655193,-0.0076037766,1
873,7.0883527,33.65255,-0.008049421,1
874,6.480088,33.62629,-0.008205012,1
875,5.5093555,33.837482,-0.008512504,1
876,5.3067436,33.38646,-0.007817112,1
877,4.97626,32.036274,-0.0062078903,1
878,4.7532034,31.013357,-0.0046502375,1
879,5.551489,29.806906,-0.0029538863,1
880,5.7545166,27.81698,-0.00040430087,1
881,6.412954,26.135784,0.0018613988,1
882,6.332966,24.46916,0.0038772253,1
883,6.221033,23.74062,0.0047943853,1
884,6.2314177,23.04641,0.0056785718,1
885,5.6427007,23.058979,0.0060222954,1
886,5.939093,24.006786,0.0057224566,1
887,5.3971252,25.48265,0.0047330675,1
888,4.1074457,26.493652,0.004162611,1
889,1.4185939,26.882727,0.003998616,1
890,-0.09156275,27.76209,0.00334967,1
891,0.31416368,29.477135,0.0020805462,1
892,1.4996278,31.203167,0.00042541826,1
893,1.0350113,32.384483,-0.0010242804,1
894,1.5362763,32.989124,-0.0019069327,1
895,1.8005204,32.79138,-0.002068129,1
896,2.7465293,31.708042,-0.0014627487,1
897,2.270399,31.364988,-0.0014941584,1
898,4.3309674,30.44302,-0.0009827598,1
899,6.845,28.519938,0.00030047627,1
900,8.864143,27.32382,0.0006871517,1
901,12.482558,25.781652,0.000995812,1
902,18.694687,24.181522,0.0015690275,1
903,22.058323,20.052895,0.003241884,1
904,24.533413,14.891825,0.0053192624,1
905,25.826527,9.83828,0.0071721515,1
906,26.446783,4.0464864,0.008602622,1
907,27.158228,-1.0514722,0.00921108,1
908,26.977755,-6.5767307,0.009385198,1
909,29.29843,-9.923616,0.008230153,1
910,28.94984,-14.61143,0.007291969,1
911,29.76548,-18.655277,0.0060000937,1
912,28.994354,-22.878353,0.004952231,1
913,30.370407,-24.396313,0.003600666,1
914,28.66362,-28.644672,0.003119848,1
915,26.182184,-29.571625,0.0020472787,1
916,25.541433,-30.772768,0.0012151633,1
917,24.688889,-31.62888,0.000938536,1
918,23.438103,-33.242687,0.0011849967,1
919,21.777132,-34.290104,0.0017753073,1
920,20.775381,-34.090603,0.002384624,1
921,19.835207,-34.420612,0.0036733774,1
922,18.992447,-34.175636,0.005037889,1
923,18.399366,-33.424362,0.0062635266,1
924,17.957293,-32.57923,0.007596326,1
925,18.299189,-32.75104,0.0093984585,1
926,18.206263,-31.723528,0.01052803,1
927,18.468744,-31.030247,0.011597065,1
928,18.135044,-30.594654,0.013188062,1
929,16.915586,-28.86931,0.013976916,1
930,16.737774,-27.786549,0.014717845,1
931,16.783192,-27.393406,0.01587894,1
932,16.528982,-26.44656,0.016545694,1
933,16.849054,-25.733984,0.016823616,1
934,17.974873,-25.364422,0.017259993,1
935,18.878487,-24.483225,0.017725704,1
936,19.888721,-24.17229,0.018001325,1
937,21.745872,-23.352526,0.017939756,1
938,23.658352,-23.020117,0.018070422,1
939,26.150337,-22.906721,0.018508492,1
940,28.755543,-23.447702,0.019628188,1
941,30.685879,-24.219683,0.02093732,1
942,32.722855,-24.44345,0.021765567,1
943,34.396687,-24.576166,0.022246538,1
944,35.832447,-24.795406,0.0227804,1
945,36.444565,-25.254736,0.022982733,1
946,37.712524,-25.802898,0.023111982,1
947,39.056225,-26.62566,0.023446389,1
948,38.352303,-27.599041,0.024586372,1
949,39.866283,-28.340279,0.024662388,1
950,41.02353,-28.900366,0.024553126,1
951,42.039665,-29.528337,0.02429007,1
952,42.96628,-29.860006,0.02325263,1
953,44.365726,-31.493809,0.023521272,1
954,45.11852,-33.20443,0.023598038,1
955,49.53998,-36.89688,0.024515327,1
956,49.22905,-38.1681,0.022782374,1
957,48.468616,-39.604317,0.022437839,1
958,54.013676,-44.218704,0.023312202,1
959,61.36081,-50.690964,0.024747057,1
960,66.90288,-55.89577,0.025809886,1
961,68.3519,-57.707027,0.025305457,1
962,65.82952,-58.31227,0.024594676,1
963,63.607323,-58.885017,0.023894003,1
964,61.3034,-58.517838,0.022754751,1
965,58.98379,-57.720703,0.021612186,1
966,55.92189,-56.38036,0.020549374,1
967,54.35014,-54.98613,0.0195248,1
968,50.943455,-52.227493,0.018346673,1
969,52.364788,-52.367065,0.018517857,1
970,55.527744,-51.21971,0.01799222,1
971,51.451397,-45.597763,0.01624974,1
972,55.73551,-45.032154,0.017347941,1
973,52.215942,-40.63911,0.01759442,1
974,49.05527,-37.24136,0.018674787,1
975,49.1967,-35.99869,0.020216,1
976,52.412083,-34.860783,0.02196074,1
977,49.262005,-30.470827,0.022942387,1
978,48.835224,-29.433704,0.024095872,1
979,45.016342,-23.928919,0.02338881,1
980,43.647182,-19.911457,0.02343905,1
981,43.054684,-15.636954,0.023316197,1
982,43.826054,-13.675247,0.02438664,1
983,43.952362,-11.356728,0.02491598,1
984,41.1772,-6.595314,0.02408963,1
985,40.830147,-2.809505,0.0234955,1
986,38.831715,-0.10417175,0.023334017,1
987,36.195526,2.7455697,0.02277429,1
988,33.77179,5.9034333,0.022023125,1
989,31.310942,10.235041,0.0201213,1
990,30.345226,12.364765,0.018897733,1
991,29.7893,15.888563,0.016816398,1
992,28.397057,18.21358,0.015010547,1
993,28.35558,19.201756,0.012998274,1
994,27.523916,19.902588,0.010994512,1
995,27.129007,20.921942,0.0078225,1
996,26.13145,22.737621,0.005506768,1
997,27.23053,21.880892,0.004262448,1
998,26.795387,22.044277,0.0028148661,1
999,27.307602,22.124592,0.0010274949,1
1000,28.134293,20.93427,-0.00017210376,1
1001,27.264433,21.50622,-0.0024033282,1
1002,25.878132,23.092669,-0.005642817,1
1003,25.051128,24.681042,-0.008771139,1
1004,23.929096,27.40562,-0.012196838,1
1005,25.082088,27.844027,-0.014127098,1
1006,23.67834,30.16529,-0.017364703,1
1007,21.335125,32.537125,-0.020621745,1
1008,21.687174,32.939472,-0.02223473,1
1009,20.56668,34.264015,-0.024798624,1
1010,19.04427,35.3348,-0.027151817,1
1011,20.702686,37.743816,-0.030452192,1
1012,19.212198,39.630226,-0.033694007,1
1013,17.588861,40.271786,-0.03615671,1
1014,16.132034,41.530334,-0.038932152,1
1015,15.320488,42.316017,-0.04167841,1
1016,16.047388,42.082253,-0.04300046,1
1017,14.222856,41.473988,-0.044017605,1
1018,13.965727,42.255383,-0.046654213,1
1019,13.774357,43.157097,-0.049318805,1
1020,13.388198,43.073624,-0.050211217,1
1021,12.439695,42.147068,-0.049959783,1
1022,12.235403,42.378883,-0.0506895,1
1023,12.849377,42.793804,-0.05134948,1
1024,12.615896,41.71253,-0.0494731,1
1025,12.334364,41.515053,-0.04767512,1
1026,12.810478,43.476845,-0.047414508,1
1027,11.594869,44.980656,-0.0467345,1
1028,10.255496,47.043938,-0.04575406,1
1029,8.531793,49.90233,-0.044449344,1
1030,7.4140186,51.897903,-0.04307444,1
1031,6.6197653,52.891087,-0.042854372,1
1032,5.6321106,52.3157,-0.042201944,1
1033,5.130189,51.36296,-0.041490924,1
1034,5.365158,51.06166,-0.041674335,1
1035,5.0708675,49.967545,-0.04116353,1
1036,4.990004,49.600452,-0.04082423,1
1037,4.871888,47.562286,-0.039156668,1
1038,4.06957,46.59603,-0.03980592,1
1039,3.3150969,44.061684,-0.038638297,1
1040,3.2006295,41.395622,-0.0375878,1
1041,5.022423,39.664032,-0.037597552,1
1042,8.2395935,37.062378,-0.037536923,1
1043,8.65124,34.75319,-0.037103925,1
1044,8.813513,32.612522,-0.036417015,1
1045,8.655722,29.79573,-0.035093375,1
1046,8.484986,27.249084,-0.033854112,1
1047,8.651728,25.37374,-0.03364423,1
1048,8.7948,24.185984,-0.032910667,1
1049,8.620552,22.865982,-0.030435557,1
1050,8.75876,20.54936,-0.02888032,1
1051,9.284071,18.492867,-0.028424693,1
1052,9.319035,16.587402,-0.026729334,1
1053,9.6046715,14.727861,-0.025435073,1
1054,9.395462,12.254133,-0.024236878,1
1055,9.599083,10.075735,-0.022877024,1
1056,9.534521,7.710968,-0.021030914,1
1057,9.712622,6.0734024,-0.020293469,1
1058,9.409634,4.0261993,-0.018482048,1
1059,9.139639,2.000503,-0.016893994,1
1060,8.870863,0.27830744,-0.015712697,1
1061,8.77129,-0.17058462,-0.01478866,1
1062,8.282621,-0.085009724,-0.014560605,1
1063,8.520337,0.7673433,-0.014883211,1
1064,8.156359,0.30140626,-0.014357744,1
1065,7.788654,-0.5829408,-0.01301374,1
1066,6.174465,-2.1753533,-0.010964154,1
1067,4.559959,-2.6757708,-0.009030787,1
1068,3.25394,-2.0466492,-0.0072368956,1
1069,1.9894272,-1.9502361,-0.004811833,1
1070,8.0463085,-1.2170291,-0.006514488,1
1071,7.5886326,-1.2601535,-0.004139156,1
1072,8.199318,-1.8357767,-0.0020447483,1
1073,10.477327,-0.73258173,-0.0027182891,1
1074,10.825211,-1.4711958,-0.00087620504,1
1075,13.10663,-1.7545624,0.0006147431,1
1076,15.337141,-1.1386573,5.324837e-05,1
1077,15.7111225,-3.6295888,0.002301721,1
1078,16.119915,-6.7891903,0.004185335,1
1079,18.342852,-7.7315598,0.0033802278,1
1080,19.9754,-10.058262,0.0045042094,1
1081,19.878267,-13.763775,0.0062698494,1
1082,22.020163,-16.444214,0.006240033,1
1083,23.194849,-19.460915,0.0069125257,1
1084,21.41977,-23.530416,0.008458586,1
1085,26.4092,-23.153357,0.0048278943,1
1086,26.174162,-24.541203,0.0037771375,1
1087,26.759987,-24.504545,0.0016275225,1
1088,34.038567,-22.679497,-0.0026275981,1
1089,42.24309,-21.470339,-0.006326638,1
1090,54.925797,-20.640364,-0.010239945,1
1091,60.8323,-20.533932,-0.012711304,1
1092,61.797146,-22.572742,-0.0133789675,1
1093,71.237,-22.337875,-0.017257338,1
1094,76.70773,-24.37323,-0.01983855,1
1095,90.21437,-25.097353,-0.024828138,1
1096,94.7196,-26.9565,-0.02836961,1
1097,98.8183,-25.74087,-0.03333284,1
1098,97.89641,-23.587486,-0.030720022,1
1099,94.57736,-18.644043,-0.026576785,1
1100,92.767296,-7.398649,-0.026120778,1
1101,92.03259,3.5676506,-0.027153159,1
1102,92.68743,8.356507,-0.029703574,1
1103,94.847626,13.098615,-0.03252483,1
1104,99.63944,16.870655,-0.033406943,1
1105,106.77025,24.534275,-0.032140765,1
1106,107.96883,24.288652,-0.030492026,1
1107,102.31009,19.740047,-0.024126632,1
1108,102.03434,18.11263,-0.024304945,1
1109,100.28135,17.079155,-0.018943941,1
1110,96.120964,14.609094,-0.011617312,1
1111,95.32687,16.375916,-0.012353908,1
1112,90.50919,14.894383,-0.005003561,1
1113,85.86428,18.399405,-0.003410459,1
1114,82.059586,22.53583,-0.0005196063,1
1115,79.35455,26.229555,0.00095706806,1
1116,73.87158,28.317024,0.0030532237,1
1117,70.78629,32.392128,0.0046543553,1
1118,66.89282,35.049957,0.004166181,1
1119,62.89706,37.32817,0.0029180916,1
1120,58.62755,39.927853,0.003380199,1
1121,53.16626,41.78376,0.0015842728,1
1122,47.665512,43.50779,-0.0008129225,1
1123,0.0,0.0,0.0,-1
1124,0.0,0.0,0.0,-1
1125,0.0,0.0,0.0,-1
1126,21.816448,54.614815,-0.0067139836,1
1127,17.762156,59.47204,-0.010000788,1
1128,14.434658,62.94256,-0.013699267,1
1129,7.1934156,62.29185,-0.013439389,1
1130,0.27669144,59.44604,-0.012113419,1
1131,-2.2521248,56.94861,-0.011970304,1
1132,-6.7100725,51.560024,-0.010249252,1
1133,-7.7275925,48.064594,-0.010600666,1
1134,-12.242516,41.756912,-0.009822503,1
1135,-11.909248,38.604836,-0.0099307345,1
1136,-12.321142,34.039497,-0.009258196,1
1137,-14.543771,26.62517,-0.008359969,1
1138,-20.890823,17.286407,-0.004481152,1
1139,-25.069607,9.891601,-0.0022383467,1
1140,-29.013931,3.7134953,-0.0014589585,1
1141,-34.39686,-2.6641226,-0.00026533287,1
1142,-40.42185,-8.892257,0.00020108465,1
1143,-45.552452,-13.329571,0.00076725637,1
1144,-51.730934,-18.069283,0.00095869973,1
1145,-56.25903,-17.608961,-0.0041945656,1
1146,-58.774323,-13.630991,-0.011650929,1
1147,-62.226673,-10.8354,-0.014603181,1
1148,-66.436424,-7.691605,-0.018230714,1
1149,-70.523384,-2.0166726,-0.020600064,1
1150,-74.38981,2.7416403,-0.023891289,1
1151,-77.058105,7.39614,-0.025027173,1
